group,subgroup,subject,tool,language ,course,date,stars,cerificate,instructor,company,theory,practice,total,country
Information Technology,Software Deployment,Language,Android,,Became an Android  Developer from Scratch,2015-01-10,5,Yes,Adam Lupo,Udemy,13,25,38,United Kingdown
Information Technology,Software Deployment,ERP/CRM,SAP,,SAP UX  Strategy Workshop,2015-01-10,5,No,Blue Stonex  SAP  Germany,BlueStonex,4,8,12,United Kingdown
Information Technology,Software Deployment,Web Site,Sharepoint,,Sharepoint Server 2013 Essential Training,2015-11-05,5,Yes,Gini Courter,Linkedin,10,0,10,United States
Information Technology,Software Deployment,Web Site,Sharepoint,,Managing Documents with Sharepoint 2013,2015-04-24,5,Yes,Mark Abdelnour,Linkedin,2,0,2,United States
Information Technology,Software Deployment,Web Site,Sharepoint,,Sharepoint Designer 2013 : Custom Workflows,2015-04-21,5,Yes,Gini Courter,Linkedin,7,0,7,United States
Information Technology,Software Deployment,Web Site,Sharepoint,,Sharepoint 2013 New Features,2015-04-13,5,Yes,Gini Courter,Linkedin,3,0,3,United States
Information Technology,Software Development,Analytics  ,Language,R,Working with Geospatial Data in R,2013-09-15,5,Yes,Charlotte Wickham,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics  ,Language,R,Text Mining: Bag of Words,2013-09-01,5,Yes,Ted Kwartler,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analysis,,,JAD  Joint Application Design ,2002-01-06,5,No,,Xerox,8,16,24,Brasil
Information Technology,Software Development,Analysis,,,Data Modeling,1992-01-09,5,Yes,,RCM Brasil,24,48,72,Brasil
Information Technology,Software Development,Analytics,Excel,,Visually Effective Excel Dashboards,2023-11-30,5,Yes,Leila Gharani,Udemy,11,11,22,United States
Information Technology,Software Development,Analytics,Excel,,Microsoft Excel - Advanced Formulas and Functions,2024-02-05,5,Yes,"Chris Dutton, Aaron Perry",Udemy,10,10,20,United States
Information Technology,Software Development,Analytics,Excel,,Microsoft Excel - Data Analysis with Excel Pivot Tables,2023-07-03,5,Yes,"Chris Dutton, Aaron Perry",Udemy,7,7,14,United States
Information Technology,Software Development,Analytics,Power BI,,Microsoft Power BI Desktop for Business Intelligence,2022-05-10,5,Yes,"Chris Dutton, Aaron Perry",Udemy,31,24,55,United States
Information Technology,Software Development,Analytics,Shiny,R,Interactive Data Visualization with R Shiny,2021-08-14,5,Yes,Nathaniel Whittingham,Udemy,6,20,26,United States
Information Technology,Software Development,Analytics,Shiny,R,Creating Interative Presentations with shine and R,2016-01-08,5,Yes,Martin Hadley,Linkedin,2,4,6,United States
Information Technology,Software Development,Analytics,Tableau,,Tableau 10 Advanced Training,2017-01-09,5,Yes,Kiril Eremenko,Super Data Science,9,18,27,United States
Information Technology,Software Development,Analytics,Tableau,,Tableau 10 AZ,2017-01-08,5,Yes,Kiril Eremenko,Super Data Science,8,15,23,United States
Information Technology,Software Development,Analytics,Tableau,,Up and Running With Tableau 2014,2015-01-08,5,Yes,Curt Frye,Linkedin,1,2,3,United States
Information Technology,Software Development,Analytics,Language,Python,Introdution to Data Analysis with Python,2016-09-05,5,Yes,Michele Valisneri,Linkedin,2,4,6,United States
Information Technology,Software Development,Analytics,Language,R,Descriptive Healthcare Analitics with R,2018-01-07,5,Yes,Monica Wari,Linkedin,6,0,6,United Kingdown
Information Technology,Software Development,Analytics,Language,R,Case Studies With Data Mining with R,2017-01-11,5,Yes,Geoffrey Hubona,Udemy,6,11,17,United Kingdown
Information Technology,Software Development,Analytics,Language,R,R Real World Datamining with R,2017-01-05,5,Yes,Geoffrey Hubona Ph.D.,Udemy,7,14,21,United States
Information Technology,Software Development,Analytics,Language,R,Exploratory Data Analysis in R  Case Study,2014-06-01,5,Yes,David Robinson,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Analysis in R the data.table Way,2014-02-15,5,Yes,Matt Dowle,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Reporting with R Markdown,2014-02-01,5,Yes,Garrett Grolemund,Data Camp,3,6,9,Belgium
Information Technology,Software Development,Analytics,Language,R,Manipulating Time Series with R:  Case Studies,2013-11-01,5,Yes,Lore Dirick,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Introduction to Time Series Analysis,2013-10-15,5,Yes,David S. Matteson,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,ARIMA Modeling in R,2013-10-01,5,Yes,Lore Dirick,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Visualization with GGplot2(Part3),2013-08-01,5,Yes,David Stoffer,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Beginning Bayes in R,2013-07-15,5,Yes,Jim ,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Visualization with GGplot2(Part1),2013-06-15,5,Yes,Rick Scavetta,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Manipulation in R with dplyr,2013-06-01,5,Yes,Garrett Grolemund,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Statistical Modeling in R(Part 1),2013-05-15,5,Yes,Daniel Kaplan,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Cleaning Data in R,2013-05-01,5,Yes,Nick Carchedi,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Visualization in R,2013-04-01,5,Yes,Ronald Pearson,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Data Visualization with GGplot2(Part2),2013-03-01,5,Yes,Rick Scavetta,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Analytics,Language,R,Joining Data in R with dplyr,2013-02-15,5,Yes,Garrett Grolemund,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Importing & Cleaning Data in R: Case Studies,2013-02-01,5,Yes,Nick Carchedi,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,Language,R,Introduction to Data,2013-01-01,5,Yes,Mine CetinkayaRundel,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Analytics,,,Wayne Wilston In Analytics,2015-01-06,5,Yes,Wayne Wilston,Linkedin,1,2,3,United States
Information Technology,Software Development,Analytics,,,Foundations of Business Analytics: Prescritive Analytics,2015-01-05,5,Yes,Alan Simon,Linkedin,3,6,9,United States
Information Technology,Software Development,Analytics,,,Exploratory Data Analysis,2014-10-01,5,Yes,Andrew Bray,Data Camp,4,8,12,Belgium
Information Technology,Artificial Inteligence,Machine Learning,Apache Spark,Spark,Architecting Big Data Solutions,2017-01-01,5,Yes,V2 Maestro,Udemy,24,48,72,United States
Information Technology,Software Development,Architecture,Language,Basic,Files Structures for Microcomputers,1985-01-10,5,Yes,,PUCRS,24,48,72,Brasil
Information Technology,Software Development,Architecture,,,Developer to Architect: Mastering Software Architecture,2021-11-30,5,Yes,Anurag Yadav,Udemy,26,26,52,United Kingdown
Information Technology,Software Development,Blockchain,Language,Python,Blockchain AZ,2018-03-04,5,Yes,Kiril Eremenko & Hadelin de Ponteves,Super Data Science,15,26,41,United Kingdown
Information Technology,Software Development,Blockchain,,,Blockchain Beyond the Basics,2018-01-08,5,Yes,Jonathan Reichental,Linkedin,2,0,2,United Kingdown
Information Technology,Software Development,Blockchain,,,Block Chain Technology : A guide to the Block Chain,2017-01-06,5,Yes,Ravinder Deol,Udemy,1,0,1,United States
Information Technology,Software Development,Data,Cassandra,,Cassandra Data Modelling Essential training,2018-01-08,5,Yes,Dan Sullivan,Linkedin,3,0,3,United Kingdown
Information Technology,Software Development,Data,Cassandra,,Getting Started with Apache Cassandra,2017-01-12,5,Yes,Infinite Skills,Udemy,8,16,24,United Kingdown
Information Technology,Software Development,Data,Mongo DB,,The Complete Developers Guide to Mongo DB,2017-01-12,5,Yes,Stephen Grider,Udemy,14,27,41,United Kingdown
Information Technology,Software Development,Data,Language,R,Import Data in R (Part2),2014-01-01,5,Yes,Filip Schouwenaars,Data Camp,3,6,9,Belgium
Information Technology,Software Development,Data,Language,ZIM,Programing ZIM Language  Level II,1992-01-08,5,Yes,,RCM Brasil,32,64,96,Brasil
Information Technology,Software Development,Data,,,Techniques and Concepts of Big Data,2015-03-24,5,Yes,Barton Poulson,Linkedin,3,5,8,United States
Information Technology,Software Development,Data,,,No SQL for SQL Professionals,2015-01-09,5,Yes,Lynn Langit,Linkedin,4,8,12,United States
Information Technology,Software Development,Analytics,,,Transition from Datawarehouse to Big data,2015-01-08,5,Yes,Alan Simon,Linkedin,2,4,6,United States
Information Technology,Software Development,Data,,,The Fundamentals of Document Retention and Data Management,2015-01-07,5,Yes,Willian Joseph,Linkedin,2,0,2,United States
Information Technology,Software Development,Language,Language,Python,Design Paterns with Python,2016-01-05,5,Yes,Jungwoo Ryoo,Linkedin,2,4,6,United States
Information Technology,Software Development,IOT,,,IOT Fundamentals,2018-03-25,5,Yes,,Linkedin,1,0,1,United Kingdown
Information Technology,Software Development,Language,Language,Python,100 days of Code: The complete Python Pro Bootcamp,2021-08-07,5,Yes,Dr. Angela Yu,Udemy,63,100,163,United Kingdown
Information Technology,Software Development,QR Codes,,,Design the Web : Adding Dynamic Qrcodes,2015-01-06,5,Yes,Chris Converse,Linkedin,1,2,3,United States
Information Technology,Software Development,Quant Finances,Language,R,Algoritim Trading and Time Series Analysis in Python and R,2022-04-21,5,Yes,Holczer Balazs,Udemy,19,19,38,United Kingdown
Information Technology,Software Development,Quant Finances,Language,R,Investiment Portfolio Analysis,2018-01-06,5,Yes,Diego Rodrigues,Udemy,7,12,19,United Kingdown
Information Technology,Software Development,Quant Finances,Language,R,Pair Trading Analysis with R,2017-01-11,5,Yes,Diego Rodrigues,Udemy,6,11,17,United Kingdown
Information Technology,Software Development,Quant Finances,Language,R,Volatility Trading Analysis with R,2017-01-11,5,Yes,Diego Rodrigues,Udemy,6,11,17,United Kingdown
Information Technology,Software Development,Quant Finances,Language,R,Forecasting Models with R,2017-01-07,5,Yes,Diego Rodrigues,Udemy,7,13,20,United States
Information Technology,Software Development,Quant Finances,Language,R,Quantitative Trading Analysis with R,2017-01-07,5,Yes,Diego Rodrigues,Udemy,8,15,23,United States
Information Technology,Software Development,Quant Finances,Language,R,Stock Technical Analysis with R,2017-01-07,5,Yes,Diego Rodrigues,Udemy,7,14,21,United States
Information Technology,Software Development,Quant Finances,Language,R,Practical Data Science Analysing Stock Market Data ,2017-01-05,5,Yes,Manuel Amunateguy,Udemy,4,8,12,United States
Information Technology,Software Development,Quant Finances,Language,R,Intermediate Portfolio Analysis with in R,2016-01-11,5,Yes,Ross Bennett,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Manipulating Time Series Data in R with xts & Zoo,2014-09-01,5,Yes,Jeffrey Ryan,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Bond Valuation and Analysis in R,2014-07-01,5,Yes,Clifford Ang,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Introduction to R for Finance,2014-01-15,5,Yes,Andrew Bray,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Credit Risk Modeling in R,2013-12-01,5,Yes,Lore Dirick,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Introduction to Portfolio Analysis with R,2013-07-01,5,Yes,Kris Boudt,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Financial Trading in R,2013-04-15,5,Yes,Ilya Kipnis,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Importing and Managing Financial Data in R,2013-03-15,5,Yes,Joshua Ulrich,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Quant Finances,Language,R,Intermediate R for Finance,2013-01-15,5,Yes,Lore Dirick,Data Camp,5,10,15,Belgium
Information Technology,Software Development,Statistics,Language,Node Red,Learn Node Red Programming in 48 hours,2018-07-01,5,Yes,Venkatesh Varadachari,Udemy,48,48,96,United Kingdown
Information Technology,Software Development,Statistics,Language,R,Learn by Example Statistics and Data Science in R,2018-01-05,5,Yes,Janani Vitthal,Udemy,9,3,12,United Kingdown
Information Technology,Software Development,UX/UI,Language,HTML/CSS/Java Script,UI UX Web Design Hybrid with HTML CSS Javascript and Bootstrap,2021-05-30,5,Yes,Hossein Boroji,Udemy,25,40,65,Canada
Information Technology,Software Development,UX/UI,Language,HTML/CSS/Java Script,User Experience Fundamentals for Webdesign,2015-01-09,5,Yes,Chris Noder,Linkedin,2,4,6,United States
Information Technology,Software Development,UX/UI,Language,R,Colors for Data Science AZ,2018-07-02,5,Yes,Kiril Eremenko & Patricia Jileniewikz,Udemy,4,8,12,United Kingdown
Information Technology,Software Development,Data,Elasticsearch,,Elasticsearch 5 and Elastic Stack,2017-01-09,5,Yes,Diego Rodrigues,Udemy,8,16,24,United States
Information Technology,Software Development,Language,Language,Basic,Programing  BASIC Programing Language,1986-01-12,5,Yes,,Process Escola de Informatica,60,60,120,Brasil
Information Technology,Software Development,Language,Language,Centura,SQL Server  Centura,1995-01-05,5,Yes,,IBPI ,40,80,120,Brasil
Information Technology,Software Development,Language,Language,COBOL,Programing  COBOL Language,1992-01-10,5,Yes,,DIDATA ,50,100,150,Brasil
Information Technology,Software Development,Language,Language,Dataflex,Dataflex Langiuage  Level II,1992-01-10,5,Yes,,Intercomp,16,32,48,Brasil
Information Technology,Software Development,Language,Language,Dataflex,Dataflex Language  Object Oriented,1992-01-10,5,Yes,,Intercomp,24,48,72,Brasil
Information Technology,Software Development,Language,Language,Java,Java Essential Training for Students,2015-01-09,5,Yes,Peggy Fisher,Linkedin,4,8,12,United States
Information Technology,Software Development,Language,Language,Java,Up and Running With Java,2015-01-09,5,Yes,Peggy Fisher,Linkedin,4,8,12,United States
Information Technology,Software Development,Language,Language,Mumps, Mumps Programing Language,1987-01-06,5,Yes,,SENAC,20,20,40,Brasil
Information Technology,Software Development,Language,Language,Python,Complete 2021 Web Development Bootcamp,2021-01-05,5,Yes,Dr. Angela Yu,Udemy,55,55,110,United Kingdown
Information Technology,Software Development,Language,Language,Python,Build a Web Application with Python Flask and MLP,2021-01-01,5,Yes,Manuel Amunateguy,Udemy,55,55,110,United Kingdown
Information Technology,Software Development,Language,Language,Python,Rest API with FLASK and Python,2021-01-01,5,Yes,Jose Salvatierra,Udemy,17,17,34,United States
Information Technology,Software Development,Language,Language,Python,Up and Running with Python,2016-01-05,5,Yes,Joe Marini,Linkedin,3,5,8,United States
Information Technology,Software Development,Language,Language,R,Learning the R Tidyverse,2018-01-07,5,Yes,Martin John Hadley,Linkedin,4,0,4,United Kingdown
Information Technology,Software Development,Language,Language,R,Advanced R,2017-01-11,5,Yes,Franscisco Juretig,Udemy,6,11,17,United Kingdown
Information Technology,Software Development,Language,Language,R,R Programing AZ,2017-01-06,5,Yes,Kiril Eremenko Hadelin de Ponteves,Super Data Science,11,21,32,United States
Information Technology,Software Development,Language,Language,R,Introduction to R,2016-01-12,5,Yes,Jonathan Cornelissen,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Language,Language,R,Code Clinic  R,2016-01-11,5,Yes,MarkNiemannRoss,Linkedin,4,8,12,United States
Information Technology,Software Development,Language,Language,R,Writing Functions in R,2014-08-01,5,Yes,Hadley Wickham,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Language,Language,R,Object Oriented Programming in R: S3 and R6,2014-04-01,5,Yes,Richie Cotton,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Language,Language,R,Intermediate R Practice,2014-03-15,5,Yes,Filip Schouwenaars,Data Camp,4,8,12,Belgium
Information Technology,Software Development,Language,Language,R,Intermediate R,2013-12-15,5,Yes,Filip Schouwenaars,Data Camp,6,12,18,Belgium
Information Technology,Software Deployment,ERP/CRM,Microsoft Dynamics,,Microsoft Dinamycs CRM  Introduction,2008-03-09,5,Yes,Helen Jones,Udemy,5,0,5,United Kingdown
IT Governance,Data Management,Data,,,The Fundamentals of Document Retention and Data Management,2015-01-07,5,Yes,Willian Joseph,Linkedin,2,0,2,United States
IT Governance,Data Management,Data,,,GDPR Implementation,2019-01-01,5,Yes,Emil Reisser,Udemy,1,0,1,United Kingdown
IT Governance,Data Management,Data,,,The EU GDPR  An Introduction,2019-08-01,5,Yes,Daisi Service,Udemy,1,0,1,United Kingdown
IT Governance,Data Management,Data,,,Learning Data Governance,2018-01-07,5,Yes,Jonathan Reichental,Linkedin,1,0,1,United Kingdown
IT Governance,IT Services,ITIL,,,ITIL Foundation,2015-01-10,5,Yes,Mark Thomas,Lynda,8,0,8,United States
IT Governance,IT Services,ITIL,,,ITIL Foundation Certification,2011-01-10,5,Yes,,Thougth Rock,24,0,24,United Kingdown
IT Governance,IT Strategy,COBIT,,,COBIT5 - Control Objectives for Information Technology,2012-12-18,5,Yes,,Knowledge Academy,24,0,24,United Kingdown
IT Governance,Security,CISA,,,CISA  Certified Information System Auditor,2012-12-17,5,Yes,Joseph,Knowledge Academy,32,0,32,United Kingdown
IT Governance,IT Strategy,COBIT,,,Introduction to Information Governance,2016-01-09,5,Yes,Robert Smallwood,Linkedin,1,2,3,United States
Personal,Health,Hypnosis,,,Hypnoteraphy Certification Course,2017-01-08,5,Yes,Kain Ramsey Steven Burns  ,Udemy,14,0,14,United States
Personal,Health,Hypnosis,,,Self Hypnosis and Deep Meditation,2017-01-07,5,Yes,Irina Furin,Udemy,5,0,5,United States
Personal,Learning,Productivity,,,Study Skills Fundamentals,2015-10-28,5,Yes,Paul Nowak,Linkedin,2,0,2,United States
Personal,Techniques,Self knowledge,,,Unleash the Power within,2015-01-04,5,Yes,Anthony Robbins,Success Resources,40,0,40,United Kingdown
Personal,Learning,Productivity,Google Calendar,,Google Calendar Essential Training,2015-03-24,5,Yes,Jess Stratton,Linkedin,2,3,5,United States
Personal,Learning,Research,,,Writing Research Papers,2016-01-01,5,Yes,Judy Steiner Willians,Linkedin,2,0,2,United States
Project Management,Methodology,ERP,SAP,,SAP Agile Activate Project Management,2023-07-03,5,Yes,SAP buddy,Udemy,9,0,9,United Kingdown
Project Management,Methodology,Scrum,,,Agile PM 101 - Learn the truth about Agile versus Waterfall,2022-06-21,5,No,,,1,0,1,United Kingdown
Project Management,Methodology,Scrum,,,The Ultimate Advanced Training for Agile Product Owners,2022-06-17,5,Yes,Vladimir Raykov,Udemy,6,5,11,United Kingdown
Project Management,Methodology,Scrum,,,Agile Transformation  and Scale Agile,2022-05-25,5,Yes,ICAN Consultancy,Udemy,5,0,5,Canada
Project Management,Methodology,Scrum,,,Agile at Work: Driving Productive Agile Meetings,2016-01-05,5,Yes,Doug Rose,Linkedin,1,0,1,United States
Project Management,Methodology,Scrum,,,Managing Small Projects ,2015-05-19,5,Yes,Bonnie Biafore,Linkedin,2,0,2,United States
Project Management,Methodology,Scrum,,,Agile Project Management,2015-05-17,5,Yes,Bob McGannon,Linkedin,1,0,1,United States
Project Management,Methodology,Scrum,,,Managing Technical Teams,2015-04-13,5,Yes,Bob McGannon,Linkedin,1,0,1,United States
Project Management,Methodology,Scrum,,,Transitioning Waterfall to Agile Project Management,2015-01-10,5,Yes,Kelley O'Connel,Linkedin,2,0,2,United States
Project Management,Methodology,Scrum,,,Agile at Work  Building Your Agile Team,2015-01-09,5,Yes,Doug Rose,Linkedin,2,0,2,United States
Project Management,Methodology,Scrum,,,Scrum Master training,2011-01-05,5,Yes,,Inspect and Adapt,24,0,24,United Kingdown
Project Management,Methodology,ERP,,,Become an Expert in SAP ASAP 8 Methodology,2018-03-15,5,Yes,Success Learner,Udemy,2,0,2,United Kingdown
Project Management,Methodology,ERP,,,Accelerated SAP Roadmap  ASAP,1999-01-05,5,Yes,,SAP,16,0,16,Brasil
Project Management,Methodology,PMBOK,,,Managing Project Integration,2016-01-05,5,Yes,Bob MacGannon,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Rescuing Trouble Projects,2016-01-05,5,Yes,Bob MacGannon,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Becoming a Triple Threat Project Manager,2015-05-18,5,Yes,Bob McGannon,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Managing Project Stakeholders,2015-05-17,5,Yes,Terri Wagner,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Managing Project Procurement,2015-05-16,5,Yes,Bob McGannon,Linkedin,2,0,2,United States
Project Management,Methodology,PMBOK,,,Managing Project Quality,2015-05-16,5,Yes,Bob McGannon,Linkedin,2,0,2,United States
Project Management,Methodology,PMBOK,,,Project Management Fundamentals,2015-05-16,5,Yes,Bonnie Biafore,Linkedin,3,0,3,United States
Project Management,Methodology,PMBOK,,,Managing Project Budget,2015-05-15,5,Yes,Bob McGannon,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Managing Project Change ,2015-05-15,5,Yes,Doug Rose,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Managing Project Communication,2015-05-15,5,Yes,Doug Rose,Linkedin,2,0,2,United States
Project Management,Methodology,PMBOK,,,Managing Project Risk,2015-05-15,5,Yes,Bob McGannon,Linkedin,1,0,1,United States
Project Management,Methodology,PMBOK,,,Managing Project Teams,2015-05-15,5,Yes,Bob McGannon,Linkedin,2,0,2,United States
Project Management,Methodology,PMBOK,,,Managing Project Schedules,2015-01-04,5,Yes,Bonnie Biafore,Linkedin,2,0,2,United States
Project Management,Methodology,PMBOK,,,Preparing to PMP Exam,2012-12-18,5,Yes,,Q.A,24,0,24,United Kingdown
Project Management,Methodology,PMBOK,,,Program Framework,2012-10-20,5,Yes,,Wipro Technologies,16,0,16,India
Project Management,Methodology,PMBOK,,,PMP  Exam Preparation OnLine ,2012-01-10,5,Yes,,RMC  Project Management,35,0,35,United Kingdown
Project Management,Methodology,PMBOK,,,First National Meeting of Project Management Professinals,2003-01-06,5,Yes,,PMI,16,0,16,Brasil
Project Management,Methodology,PRINCE2,,,ILX  Prince 2 Foundation and Practitioner Exam preparation ,2014-01-07,5,Yes,,ILX Group,39,0,39,United Kingdown
Project Management,Methodology,PRINCE2,,,MSP  Foundation and Practitioner,2014-01-07,5,Yes,,ILX Group,39,0,39,United Kingdown
Project Management,Methodology,PRINCE2,,,PRINCE2  2009  Pilot,2009-01-04,5,Yes,,APM Group,16,0,16,United Kingdown
Project Management,Tools,Tools,SAP,,SAP  PS  Project System,1997-01-06,5,No,,Softtek,16,8,24,Brazil
Project Management,Tools,Tools,JIRA,,Leading Agile Teams with JIRA Software Cloud,2022-05-19,5,Yes,Jose Portilla,Udemy,9,9,18,United States
Project Management,Tools,Tools,MS Project,,Microsoft Project Server 2013 Essential Training,2015-09-04,5,Yes,Bonnie Biafore,Linkedin,5,0,5,United States
Project Management,Tools,Tools,MS Project,,Microsoft Project Web Application 2013,2015-04-14,5,Yes,John Riopel,Linkedin,2,0,2,United States
Project Management,Tools,Tools,MS Project,,Agile Project Management With a Microsoft Project,2015-01-06,5,Yes,Bonnie Biafore,Linkedin,2,0,2,United States
Project Management,Tools,Tools,MS Project,,Advanced Microsoft Project,2015-01-05,5,Yes,Bonnie Biafore,Linkedin,5,0,5,United States
Project Management,Tools,Tools,MS Project,,Microsoft Project Server 2013 Administration,2015-01-04,5,Yes,John Riopel,Linkedin,2,0,2,United States
Project Management,Tools,Tools,MS Project,,Planning Using MSProject,2004-01-12,5,Yes,,IBEC ,16,0,16,Brasil
Project Management,Techniques,Tips,,,Manage your Big Data Organization Programme,2016-01-03,5,Yes,Alan Simon,Linkedin,1,2,3,United States
Project Management,Techniques,Tips,,,Financial for non Finantial Managers,2015-01-08,5,Yes,Jim Stice,Linkedin,2,0,2,United States
Project Management,Techniques,Tips,,,Managing Health Care Projects,2016-01-11,5,Yes,Bob MacGannon,Linkedin,2,0,2,United States
Project Management,Techniques,Team Building,,,Managing Conflict,2016-09-05,5,Yes,Fred Kofman,Linkedin,1,0,1,United States
Project Management,Techniques,Team Building,,,Delivering Employee Fedback,2016-01-05,5,Yes,Jungwoo Ryoo,Linkedin,1,0,1,United States
Project Management,Techniques,Team Building,,,Managing Multiple Generations,2016-01-05,5,Yes,Christina Schlachter,Linkedin,1,0,1,United States
Project Management,Techniques,Team Building,,,Managing Virtual Teams,2015-01-08,5,Yes,Bob Mcgannon,Linkedin,2,0,2,United States
Project Management,Techniques,Team Building,,,Team Development,2004-01-02,5,Yes,,SEBRAE,15,0,15,Brasil
Project Management,Techniques,Team Building,,,Resource of Human Element  Team Building Technique,1999-01-07,5,No,,Quidan,120,0,120,Mexico
Project Management,Techniques,Team Building,,,Team Building  Human Element,1997-01-06,5,Yes,Will Schultz,Marcondes & Consultores Associados,36,0,36,Brasil
Project Management,Techniques,Team Building,,,Management and Leadership,1995-01-01,5,Yes,,UNESA  Universidade Estacio de Sa,24,0,24,Brasil
Project Management,Techniques,Tips,,,Insights from a Project Manager,2015-01-07,5,Yes,Bob Mcgannon,Linkedin,2,0,2,United States
Project Management,Techniques,Tips,,,Solving Common Project Problems,2015-01-07,5,Yes,Bob Mcgannon,Linkedin,1,0,1,United States
Project Management,Methodology,Scrum,,,Agile at Work  Planning With Agile User Stories,2015-01-06,5,Yes,Doug Rose,Linkedin,1,0,1,United States
Project Management,Techniques,Tips,,,Practical Project Management for Creative Projects,2015-01-05,5,Yes,Jeff Blomfield,Linkedin,3,0,3,United States
